label,message
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
0,I wish u were here. I feel so alone
0,Wife.how she knew the time of murder exactly
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
0,"Come round, it's . "
1,"Romantic Paris. 2 nights, 2 flights from Â£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
0,How do you plan to manage that
0,PICK UR FONE UP NOW U DUMB?
1,Phony Â£350 award - Todays Voda numbers ending XXXX are selected to receive a Â£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
0,"Yeah, where's your class at?"
1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
0,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
0,Ugh. Gotta drive back to sd from la. My butt is sore.
0,I ask if u meeting da ge tmr nite...
0,"Trust me. Even if isn't there, its there."
0,"see you then, we're all christmassy here!"
0,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
0,Lmao. Take a pic and send it to me.
0,Yay can't wait to party together!
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
0,No..but heard abt tat..
0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
0,Reckon need to be in town by eightish to walk from * carpark.
0,So i'm doing a list of buyers.
0,And now electricity just went out fml.
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan
0,&lt;#&gt;  w jetton ave if you forgot
0,Lolnice. I went from a fish to ..water.?
1,You are a winner U have been specially selected 2 receive Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
0,Hanging out with my brother and his family
0,LOL ... Have you made plans for new years?
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
0,If i said anything wrong sorry de:-)
0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
0,Thanks. Fills me with complete calm and reassurance! 
0,Shall I bring us a bottle of wine to keep us amused? Only joking! Iâll bring one anyway
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
0,Thanks love. But am i doing torch or bold.
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
1,You have an important customer service announcement from PREMIER.
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
0,Huh so late... Fr dinner?
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
0,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
0,Easy ah?sen got selected means its good..
0,Ok lor then we go tog lor...
0,Yes... I trust u to buy new stuff ASAP so I can try it out
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
0,Tell them the drug dealer's getting impatient
0,U meet other fren dun wan meet me ah... Muz b a guy rite...
0,Oh my God. I'm almost home
0,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
0,Taka lor. Wat time u wan 2 come n look 4 us?
1,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
0,Ok enjoy . R u there in home.
0,Where is it. Is there any opening for mca.
0,When are you going to ride your bike?
0,K k:) sms chat with me.
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
1,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
0,"And very importantly, all we discuss is between u and i only."
1,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
0,Yup i thk so until e shop closes lor.
1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
0,I can send you a pic if you like :)
0,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
0,I fetch yun or u fetch?
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
0,I walked an hour 2 c u! doesnÂt that show I care y wont u believe im serious?
0,Yes fine 
0,It certainly puts things into perspective when something like this happens
0,Host-based IDPS for linux systems.
0,And pls pls drink plenty plenty water
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
0,Are you coming to day for class.
0,Pls i wont belive god.not only jesus.
0,Thanx 4 e brownie it's v nice...
0,"Yeah why not, is the gang all ready"
0,"Alright, we're all set here, text the man"
0,.Please charge my mobile when you get up in morning.
0,Oh great. I.ll disturb him more so that we can talk.
0,Thanks for understanding. I've been trying to tell sura that.
0,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
0,If I get there before you after your ten billion calls and texts so help me god
0,There's no point hangin on to mr not right if he's not makin u happy
0,yes baby! I need to stretch open your pussy!
1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
0,East coast
1,"You are a Â£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
0,"I call you later, don't have network. If urgnt, sms me."
0,I am on the way to ur home
0,I cant wait to see you! How were the photos were useful? :)
0,But am going to college pa. What to do. are else ill come there it self. Pa.
0,If you have belive me. Come to my home.
0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
0,I'm now but have to wait till 2 for the bus to pick me.
0,Tell me they're female :V how're you throwing in? We're deciding what all to get now
0,He dint tell anything. He is angry on me that why you told to abi.
0,"Get the door, I'm here"
0,Yes I know the cheesy songs from frosty the snowman :)
0,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
0,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
0,Wot u up 2 u weirdo?
0,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
0,Wat's my dear doing? Sleeping ah?
0,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.
0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
1,85233 FREE>Ringtone!Reply REAL
0,Hi Harish's rent has been transfred to ur Acnt.
0,I not busy juz dun wan 2 go so early.. Hee.. 
0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
0,IM GONNA MISS U SO MUCH
0,"that would be good â¦ I'll phone you tomo lunchtime, shall I, to organise something?"
0,You tell what happen dont behave like this to me. Ok no need to say
0,You always make things bigger than they are
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
1,You have 1 new voicemail. Please call 08719181513.
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
0,Going to take your babe out ?
0,No da if you run that it activate the full version da.
0,Its too late:)but its k.wish you the same.
0,I called but no one pick up e phone. I ask both of them already they said ok.
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
0,Just come home. I don't want u to be miserable
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
0,Nt joking seriously i told
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
0,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
0,Orh i tot u say she now still dun believe.
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!
0,I sent them. Do you like?
0,No b4 Thursday
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
0,Oh k k:)but he is not a big hitter.anyway good
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
0,From here after The performance award is calculated every two month.not for current one month period..
0,Well i know Z will take care of me. So no worries.
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
0,"Haha yeah I see that now, be there in a sec"
0,Sat right? Okay thanks... 
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
0,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
0,Yeah get the unlimited
0,Hey company elama po mudyadhu.
0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
0,"Playin space poker, u?"
1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
0,Babe ? I lost you ... :-(
0,"Sorry, I'll call later"
0,This is all just creepy and crazy to me.
0,Cant think of anyone with * spare room off * top of my head
0,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
0,Apo all other are mokka players only
0,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
0,Dai  &lt;#&gt;  naal eruku.
0,Yo we are watching a movie on netflix
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
0,Yeah but which is worse for i
1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
0,Hope youÂre not having too much fun without me!! see u tomorrow love jess x
0,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
0,Hey so whats the plan this sat? 
1,"URGENT! Last weekend's draw shows that you have won Â£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
0,"Sorry, I'll call later  &lt;#&gt; mins"
0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
0,Haha... Hope Ã¼ can hear the receipt sound... Gd luck!
0,I thought slide is enough.
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
0,What Today-sunday..sunday is holiday..so no work..
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
1,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
0,Speak only when you feel your words are better than the silence... Gud mrng:-)
0,Prabha..i'm soryda..realy..frm heart i'm sory
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
0,I love to give massages. I use lots of baby oil... What is your fave position?
0,Shall i get my pouch?
0,Or Ã¼ go buy wif him then i meet Ã¼ later can?
0,At home also.
0,How much you got for cleaning
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
0,Hi. Hope you had a good day. Have a better night.
1,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
0,Chk in ur belovd ms dict
0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
0,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
0,Yup bathe liao...
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
0,Just getting back home
0,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS Â FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IÂL CALL U"""
1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
0,Will be out of class in a few hours. Sorry
1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
0,"Fuuuuck I need to stop sleepin, sup"
0,"Y cant u try new invention to fly..i'm not joking.,"
1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
0,"Haha good to hear, I'm officially paid and on the market for an 8th"
0,So when you gonna get rimac access 
0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
0,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
0,We live in the next  &lt;#&gt; mins
0,Nope i waiting in sch 4 daddy... 
0,I'm already back home so no probably not
0,Then u drive lor.
0,Yo sorry was in the shower sup
1,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÂ£150pw to eÂ£nd txt stop"
0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
0,"Ya, told..she was asking wats matter?"
0,"St andre, virgil's cream"
0,Many more happy returns of the day. I wish you happy birthday.
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
1,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
1,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
0,I see the letter B on my car
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
0,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
0,What * u wearing?
0,Every monday..nxt week vl be completing..
0,I'm wif him now buying tix lar...
0,Do u noe how 2 send files between 2 computers?
0,Would really appreciate if you call me. Just need someone to talk to.
0,Tell me pa. How is pain de.
0,"K I'll head out in a few mins, see you there"
0,Yup ok...
0,Many times we lose our best ones bcoz we are 
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs Â£1.50 each"
0,Aight should I just plan to come up later tonight?
0,K..k.:)congratulation ..
0,"Yup. Anything lor, if u dun wan it's ok..."
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
0,"&lt;#&gt; , that's all? Guess that's easy enough"
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
0,See you there! 
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
0,He is a womdarfull actor
0,"Sorry, I'll call later"
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
0,K da:)how many page you want?
0,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
0,My uncles in Atlanta. Wish you guys a great semester.
0,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
0,Nope i'll come online now..
0,Do you still have the grinder?
0,I'm done oredi...
0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
0,"Ya tel, wats ur problem.."
0,"Thanks da thangam, i feel very very happy dear. I also miss you da."
0,"Oh, then your phone phoned me but it disconnected"
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,Fine if thatÂs the way u feel. ThatÂs the way its gota b
0,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
0,Want to finally have lunch today?
0,Ok then i'll let him noe later n ask him call u tmr...
0,jay says he'll put in  &lt;#&gt;
1,U are subscribed to the best Mobile Content Service in the UK for Â£3 per ten days until you send STOP to 83435. Helpline 08706091795.
0,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
0,I'm also came to room.
0,"Not much, just some textin'. How bout you?"
0,Dont put your phone on silent mode ok
0,That means get the door
1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Â£1.50pm approx 3mins
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
0,Where do you need to go to get it?
0,K..k...from tomorrow onwards started ah?
0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
0,Are you this much buzy
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
0,I'm in office now . I will call you  &lt;#&gt;  min:)
0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
1,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
0,I am in office:)whats the matter..msg me now.i will call you at break:).
0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
0,Hey happy birthday...
0,Sorry da. I gone mad so many pending works what to do.
0,Er mw im filled tuth is aight
0,Up to Ã¼... Ã wan come then come lor... But i din c any stripes skirt...
0,On ma way to school. Can you pls send me ashley's number
0,Oh god i am happy to see your message after 3 days
0,Saw Guys and Dolls last night with Patrick Swayze it was great
0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
1,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
0,Thank you princess! You are so sexy...
0,Then why no one talking to me
1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
0,"Dear, will call Tmorrow.pls accomodate."
0,The hair cream has not been shipped.
0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
0,Have you started in skye
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
0,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
0,Wat time do u wan 2 meet me later?
0,In e msg jus now. U said thanks for gift.
0,I to am looking forward to all the sex cuddling.. Only two more sleeps 
0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
0,Hmm .. Bits and pieces lol ... *sighs* ...
0,Okay... I booked all already... Including the one at bugis.
0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
